IMO,Dport,Dcountry,Dtime,Aport,Acountry,Atime
9341299,Hiroshima, Japan,"02/22, 01:19",Barrow Island, Australia,"03/08, 17:14"
9341299,Barrow Island, Australia,"03/08, 17:14",Boryeong, Korea,"03/19, 02:57"
9341299,Boryeong, Korea,"03/19, 02:57",Barrow Island, Australia,"03/31, 10:57"
9341299,Barrow Island, Australia,"03/31, 10:57",KinNakagusuku, Japan,"04/11, 23:05"
9341689,Barrow Island, Australia,"02/14, 01:19",Dapeng, China,"02/25, 05:11"
9341689,Dapeng, China,"02/25, 05:11",Dapeng Anch., China,"02/26, 06:19"
9341689,Dapeng Anch., China,"02/26, 06:19",Jakarta Anch., Indonesia,"03/28, 02:35"
9341689,Jakarta Anch., Indonesia,"03/28, 02:35",Barrow Island, Australia,"04/10, 09:11"
9341689,Barrow Island, Australia,"04/10, 09:11",Naoetsu, Japan,"04/24, 23:37"
9342487,Lake Charles, United States (USA),"02/23, 09:14",Corpus Christi Anch., United States (USA),"03/31, 15:36"
9342487,Corpus Christi Anch., United States (USA),"03/31, 15:36",Ingleside, United States (USA),"04/06, 05:29"
9343106,Singapore Anch. 1, Singapore,"02/19, 04:25",Tieshan, China,"02/25, 04:49"
9343106,Tieshan, China,"02/25, 04:49",Tianjin Xingang, China,"03/21, 01:49"
9343106,Tianjin Xingang, China,"03/21, 01:49",Tianjin Anch., China,"03/23, 03:52"
9349007,Tangguh Anch., Indonesia,"02/19, 23:56",Bitung Anch., Indonesia,"03/15, 05:17"
9349007,Bitung Anch., Indonesia,"03/15, 05:17",Tangguh Anch., Indonesia,"04/05, 05:12"
9349007,Tangguh Anch., Indonesia,"04/05, 05:12",Tangguh Anch., Indonesia,"04/14, 00:19"
9349007,Tangguh Anch., Indonesia,"04/14, 00:19",Tangguh, Indonesia,"04/14, 22:24"
9349007,Tangguh, Indonesia,"04/14, 22:24",Gwangyang, Korea,"04/22, 23:49"
9349019,Bitung Anch., Indonesia,"02/17, 01:53",Tangguh Anch., Indonesia,"03/04, 22:45"
9349019,Tangguh Anch., Indonesia,"03/04, 22:45",Tangguh Anch., Indonesia,"03/22, 22:22"
9349019,Tangguh Anch., Indonesia,"03/22, 22:22",Tangguh, Indonesia,"03/23, 23:23"
9349019,Tangguh, Indonesia,"03/23, 23:23",Sakai, Japan,"04/02, 00:59"
9349019,Sakai, Japan,"04/02, 00:59",Gladstone, Australia,"04/14, 03:30"
9349942,Hiroshima, Japan,"03/05, 04:27",Hiroshima, Japan,"03/19, 04:04"
9349942,Hiroshima, Japan,"03/19, 04:04",Prigorodnoye, Russia,"03/25, 16:04"
9349942,Prigorodnoye, Russia,"03/25, 16:04",Hiroshima, Japan,"03/31, 03:27"
9349942,Hiroshima, Japan,"03/31, 03:27",Singapore Anch. 1, Singapore,"04/13, 04:26"
9349942,Singapore Anch. 1, Singapore,"04/13, 04:26","Bintulu,Sarawak", Malaysia,"04/24, 23:27"
9350927,Okpo Anch., Korea,"02/24, 12:39",Kawasaki, Japan,"02/18, 00:53"
9350927,Kawasaki, Japan,"02/18, 00:53",Okpo Anch., Korea,"02/21, 21:10"
9350927,Okpo Anch., Korea,"02/21, 21:10",Darwin, Australia,"03/04, 21:21"
9350927,Darwin, Australia,"03/04, 21:21",Pyeongtaek, Korea,"03/18, 07:18"
9350927,Pyeongtaek, Korea,"03/18, 07:18",Darwin, Australia,"04/12, 21:05"
9351971,Kokura, Japan,"02/13, 05:06",Withnell Bay, Australia,"02/26, 23:40"
9351971,Withnell Bay, Australia,"02/26, 23:40",Withnell Bay, Australia,"03/23, 00:46"
9351971,Withnell Bay, Australia,"03/23, 00:46",Dapeng, China,"04/05, 03:30"
9352860,Bonny, Nigeria,"02/16, 18:02",Ras Laffan Anch., Qatar,"03/28, 06:08"
9352860,Ras Laffan Anch., Qatar,"03/28, 06:08",Ras Laffan, Qatar,"03/30, 22:54"
9352860,Ras Laffan, Qatar,"03/30, 22:54",As Suways (Suez) Anch., Egypt,"04/08, 17:09"
9352860,As Suways (Suez) Anch., Egypt,"04/08, 17:09",As Suways (Suez) Anch., Egypt,"04/09, 06:36"
9352860,As Suways (Suez) Anch., Egypt,"04/09, 06:36",Chioggia Anch., Italy,"04/14, 10:52"
9352860,Chioggia Anch., Italy,"04/14, 10:52",Adriatic LNG LNG Term., Italy,"04/14, 15:55"
9352860,Adriatic LNG LNG Term., Italy,"04/14, 15:55",Dumyat (Damietta) Anch., Egypt,"04/23, 21:20"
9352860,Dumyat (Damietta) Anch., Egypt,"04/23, 21:20",Dumyat, Egypt,"04/25, 04:36"
9355264,Hitachi, Japan,"02/17, 00:35",Barrow Island, Australia,"03/06, 05:47"
9355264,Barrow Island, Australia,"03/06, 05:47",Souma, Japan,"03/19, 22:15"
9355264,Souma, Japan,"03/19, 22:15",Anegasaki, Japan,"04/03, 06:40"
9355264,Anegasaki, Japan,"04/03, 06:40",Hiroshima, Japan,"04/08, 00:29"
9355264,Hiroshima, Japan,"04/08, 00:29",Singapore Anch. 1, Singapore,"04/18, 07:19"
9355264,Singapore Anch. 1, Singapore,"04/18, 07:19",Singapore, Singapore,"04/20, 07:25"
9355379,Ningbo, China,"02/19, 07:41",Ningbo, China,"02/18, 01:42"
9355379,Ningbo, China,"02/18, 01:42",Tangguh Anch., Indonesia,"03/27, 00:46"
9355379,Tangguh Anch., Indonesia,"03/27, 00:46",Ningbo, China,"04/08, 01:38"
9355379,Ningbo, China,"04/08, 01:38",Tangguh Anch., Indonesia,"04/25, 00:37"
9355604,Sabine, United States (USA),"03/05, 15:15",Panama Canal Anch. Atlantic, Panama,"03/10, 22:12"
9355604,Panama Canal Anch. Atlantic, Panama,"03/10, 22:12",Gatun Anch., Panama,"03/17, 14:47"
9355604,Gatun Anch., Panama,"03/17, 14:47",Maojia, China,"04/10, 02:58"
9355604,Maojia, China,"04/10, 02:58",Ho Chi Minh Anch., Vietnam,"04/16, 21:54"
9355604,Ho Chi Minh Anch., Vietnam,"04/16, 21:54",Singapore Anch. 5, Singapore,"04/19, 06:21"
9355604,Singapore Anch. 5, Singapore,"04/19, 06:21",Singapore, Singapore,"04/20, 09:35"
9360790,Ras Laffan, Qatar,"03/01, 20:37",Nagoya, Japan,"03/22, 23:59"
9360790,Nagoya, Japan,"03/22, 23:59",Singapore Anch. 1, Singapore,"03/31, 01:36"
9360790,Singapore Anch. 1, Singapore,"03/31, 01:36",Ras Laffan Anch., Qatar,"04/08, 18:45"
9360790,Ras Laffan Anch., Qatar,"04/08, 18:45",Ras Laffan, Qatar,"04/12, 19:45"
9360790,Ras Laffan, Qatar,"04/12, 19:45",Ras Laffan Anch., Qatar,"04/13, 19:22"
9360790,Ras Laffan Anch., Qatar,"04/13, 19:22",Mina' al Ahmadi, Kuwait,"04/18, 22:06"
9360790,Mina' al Ahmadi, Kuwait,"04/18, 22:06",Ras Laffan Anch., Qatar,"04/21, 12:53"
9360805,Ras Laffan Anch., Qatar,"03/26, 02:26",Ras Laffan, Qatar,"03/27, 16:45"
9360805,Ras Laffan, Qatar,"03/27, 16:45",Ras Laffan Anch., Qatar,"03/29, 07:50"
9360805,Ras Laffan Anch., Qatar,"03/29, 07:50",As Suways (Suez) Anch., Egypt,"04/08, 05:40"
9360805,As Suways (Suez) Anch., Egypt,"04/08, 05:40",As Suways (Suez) Anch., Egypt,"04/09, 06:42"
9360805,As Suways (Suez) Anch., Egypt,"04/09, 06:42",Milford Haven, United Kingdom (UK),"04/19, 19:46"
9360805,Milford Haven, United Kingdom (UK),"04/19, 19:46",Gibraltar West Anch., Gibraltar,"04/24, 08:30"
9360817,Mab Tapud, Thailand,"03/01, 00:15",Singapore Anch. 1, Singapore,"03/04, 00:09"
9360817,Singapore Anch. 1, Singapore,"03/04, 00:09",Ras Laffan, Qatar,"03/16, 21:00"
9360817,Ras Laffan, Qatar,"03/16, 21:00",Yung An, Taiwan,"04/01, 00:16"
9360817,Yung An, Taiwan,"04/01, 00:16",Singapore Anch. 1, Singapore,"04/05, 16:18"
9360817,Singapore Anch. 1, Singapore,"04/05, 16:18",Ras Laffan Anch., Qatar,"04/16, 01:12"
9360817,Ras Laffan Anch., Qatar,"04/16, 01:12",Ras Laffan, Qatar,"04/23, 00:13"
9360829,Ras Laffan Anch., Qatar,"03/09, 20:10",As Suways (Suez) Anch., Egypt,"03/21, 14:07"
9360829,As Suways (Suez) Anch., Egypt,"03/21, 14:07",As Suways (Suez) Anch., Egypt,"03/22, 05:17"
9360829,As Suways (Suez) Anch., Egypt,"03/22, 05:17",Zeebrugge, Belgium,"04/03, 19:02"
9360829,Zeebrugge, Belgium,"04/03, 19:02",Milford Haven, United Kingdom (UK),"04/09, 22:07"
9360829,Milford Haven, United Kingdom (UK),"04/09, 22:07",Gibraltar West Anch., Gibraltar,"04/14, 21:49"
9360829,Gibraltar West Anch., Gibraltar,"04/14, 21:49",Gibraltar East Anch., Gibraltar,"04/16, 11:10"
9360829,Gibraltar East Anch., Gibraltar,"04/16, 11:10",Port Said Anch., Egypt,"04/22, 13:48"
9360831,Ras Laffan, Qatar,"02/18, 08:00",Ras Laffan, Qatar,"02/17, 22:16"
9360831,Ras Laffan, Qatar,"02/17, 22:16",As Suways (Suez) Anch., Egypt,"02/26, 08:44"
9360831,As Suways (Suez) Anch., Egypt,"02/26, 08:44",Swinoujscie, Poland,"03/13, 08:04"
9360831,Swinoujscie, Poland,"03/13, 08:04",Ras Laffan Anch., Qatar,"04/11, 05:52"
9360831,Ras Laffan Anch., Qatar,"04/11, 05:52",Ras Laffan, Qatar,"04/20, 22:05"
9360843,Hazira, India,"03/25, 07:53",Mina' 'Abd Allah Anch., Kuwait,"04/05, 03:07"
9360843,Mina' 'Abd Allah Anch., Kuwait,"04/05, 03:07",Mina' al Ahmadi, Kuwait,"04/05, 05:19"
9360843,Mina' al Ahmadi, Kuwait,"04/05, 05:19",Ras Laffan Anch., Qatar,"04/07, 17:35"
9360843,Ras Laffan Anch., Qatar,"04/07, 17:35",Ras Laffan, Qatar,"04/10, 00:13"
9360855,Dapeng, China,"02/22, 03:39",Sohar Anch., Oman,"03/08, 04:33"
9360855,Sohar Anch., Oman,"03/08, 04:33",Ras Laffan Anch., Qatar,"03/09, 12:48"
9360855,Ras Laffan Anch., Qatar,"03/09, 12:48",Ras Laffan, Qatar,"03/16, 19:02"
9360855,Ras Laffan, Qatar,"03/16, 19:02",Singapore Anch. 3, Singapore,"04/12, 04:05"
9360855,Singapore Anch. 3, Singapore,"04/12, 04:05",Sohar Anch., Oman,"04/20, 01:50"
9360855,Sohar Anch., Oman,"04/20, 01:50",Ras Laffan, Qatar,"04/21, 08:53"
9360855,Ras Laffan, Qatar,"04/21, 08:53",Ras Laffan Anch., Qatar,"04/22, 21:06"
9360867,Ras Laffan Anch., Qatar,"03/03, 04:32",Ras Laffan Anch., Qatar,"03/04, 21:02"
9360867,Ras Laffan Anch., Qatar,"03/04, 21:02",Ras Laffan, Qatar,"03/05, 17:15"
9360867,Ras Laffan, Qatar,"03/05, 17:15",Shikama, Japan,"03/28, 06:11"
9360867,Shikama, Japan,"03/28, 06:11",Singapore Anch. 1, Singapore,"04/05, 04:18"
9360867,Singapore Anch. 1, Singapore,"04/05, 04:18",Ras Laffan Anch., Qatar,"04/16, 16:48"
9360867,Ras Laffan Anch., Qatar,"04/16, 16:48",Ras Laffan, Qatar,"04/18, 12:34"
9360867,Ras Laffan, Qatar,"04/18, 12:34",Ras Laffan Anch., Qatar,"04/19, 19:54"
9360867,Ras Laffan Anch., Qatar,"04/19, 19:54",Mina' 'Abd Allah Anch., Kuwait,"04/23, 02:53"
9360867,Mina' 'Abd Allah Anch., Kuwait,"04/23, 02:53",Mina' al Ahmadi, Kuwait,"04/23, 04:39"
9360879,Ras Laffan Anch., Qatar,"03/01, 06:50",Mab Tapud, Thailand,"03/13, 03:23"
9360879,Mab Tapud, Thailand,"03/13, 03:23",Singapore, Singapore,"03/16, 07:22"
9360879,Singapore, Singapore,"03/16, 07:22",Ras Laffan Anch., Qatar,"03/31, 16:43"
9360879,Ras Laffan Anch., Qatar,"03/31, 16:43",Ras Laffan, Qatar,"04/02, 10:18"
9360879,Ras Laffan, Qatar,"04/02, 10:18",Tianjin Xingang, China,"04/23, 01:26"
9360879,Tianjin Xingang, China,"04/23, 01:26",Tianjin Anch., China,"04/25, 02:03"
9360881,Ras Laffan, Qatar,"03/14, 08:17",Mina' 'Abd Allah Anch., Kuwait,"03/16, 11:13"
9360881,Mina' 'Abd Allah Anch., Kuwait,"03/16, 11:13",Mina' al Ahmadi, Kuwait,"03/16, 21:46"
9360881,Mina' al Ahmadi, Kuwait,"03/16, 21:46",Ras Laffan Anch., Qatar,"03/19, 14:20"
9360881,Ras Laffan Anch., Qatar,"03/19, 14:20",Ras Laffan, Qatar,"04/08, 15:58"
9360893,Ras Laffan Anch., Qatar,"03/10, 01:45",Mina' 'Abd Allah Anch., Kuwait,"03/27, 20:15"
9360893,Mina' 'Abd Allah Anch., Kuwait,"03/27, 20:15",Mina' al Ahmadi, Kuwait,"03/28, 12:21"
9360893,Mina' al Ahmadi, Kuwait,"03/28, 12:21",Ras Laffan Anch., Qatar,"03/31, 03:22"
9360893,Ras Laffan Anch., Qatar,"03/31, 03:22",Ras Laffan, Qatar,"04/02, 16:37"
9360893,Ras Laffan, Qatar,"04/02, 16:37",Mab Tapud, Thailand,"04/15, 23:19"
9360908,As Suways (Suez) Anch., Egypt,"03/05, 11:26",Gibraltar East Anch., Gibraltar,"03/11, 22:55"
9360908,Gibraltar East Anch., Gibraltar,"03/11, 22:55",Swinoujscie, Poland,"03/21, 11:56"
9360908,Swinoujscie, Poland,"03/21, 11:56",Malta Bunkering Area 3, Malta,"03/31, 05:46"
9360908,Malta Bunkering Area 3, Malta,"03/31, 05:46",Port Said Anch., Egypt,"04/03, 06:24"
9360908,Port Said Anch., Egypt,"04/03, 06:24",Ras Laffan Anch., Qatar,"04/14, 01:15"
9360908,Ras Laffan Anch., Qatar,"04/14, 01:15",Ras Laffan, Qatar,"04/22, 05:19"
9360922,Lese, Papua New Guinea,"02/19, 20:35",Nagoya, Japan,"03/03, 05:28"
9360922,Nagoya, Japan,"03/03, 05:28",Lese, Papua New Guinea,"03/15, 20:37"
9360922,Lese, Papua New Guinea,"03/15, 20:37",Yung An, Taiwan,"03/25, 23:53"
9360922,Yung An, Taiwan,"03/25, 23:53",Lese, Papua New Guinea,"04/06, 20:34"
9360922,Lese, Papua New Guinea,"04/06, 20:34",Kisarazu, Japan,"04/19, 00:10"
9361639,Lese Anch., Papua New Guinea,"03/17, 07:11",Lese, Papua New Guinea,"03/22, 00:57"
9361639,Lese, Papua New Guinea,"03/22, 00:57",Lese Anch., Papua New Guinea,"03/23, 21:57"
9361639,Lese Anch., Papua New Guinea,"03/23, 21:57",Lese, Papua New Guinea,"03/27, 20:28"
9361639,Lese, Papua New Guinea,"03/27, 20:28",Dongjiakou, China,"04/09, 02:12"
9361639,Dongjiakou, China,"04/09, 02:12",Lese, Papua New Guinea,"04/20, 20:21"
9361990,Gwangyang, Korea,"02/12, 08:45",Tangguh, Indonesia,"02/24, 05:18"
9361990,Tangguh, Indonesia,"02/24, 05:18",Tangguh Anch., Indonesia,"02/22, 00:02"
9361990,Tangguh Anch., Indonesia,"02/22, 00:02",Tangguh, Indonesia,"02/23, 16:18"
9361990,Tangguh, Indonesia,"02/23, 16:18",Tangguh Anch., Indonesia,"04/18, 00:52"
9361990,Tangguh Anch., Indonesia,"04/18, 00:52",Tangguh, Indonesia,"04/19, 00:33"
9368314,As Suways (Suez) Anch., Egypt,"03/12, 14:29",Port Arthur Anch., United States (USA),"03/30, 11:06"
9368314,Port Arthur Anch., United States (USA),"03/30, 11:06",Sabine, United States (USA),"03/31, 01:15"
9369473,Dapeng, China,"03/04, 03:30",Withnell Bay, Australia,"03/13, 02:43"
9369473,Withnell Bay, Australia,"03/13, 02:43",Dapeng, China,"03/21, 03:25"
9369473,Dapeng, China,"03/21, 03:25",Withnell Bay, Australia,"03/30, 00:43"
9369473,Withnell Bay, Australia,"03/30, 00:43",Dapeng, China,"04/07, 03:24"
9369473,Dapeng, China,"04/07, 03:24",Withnell Bay, Australia,"04/16, 05:47"
9369473,Withnell Bay, Australia,"04/16, 05:47",Dapeng, China,"04/24, 03:20"
9369899,Yung An, Taiwan,"03/08, 00:11",Singapore Anch. 1, Singapore,"03/13, 08:18"
9369899,Singapore Anch. 1, Singapore,"03/13, 08:18",Withnell Bay, Australia,"03/30, 03:30"
9369899,Withnell Bay, Australia,"03/30, 03:30",Withnell Bay, Australia,"04/03, 00:33"
9369899,Withnell Bay, Australia,"04/03, 00:33",Yokohama, Japan,"04/13, 00:31"
9369899,Yokohama, Japan,"04/13, 00:31",Dampier Anch., Australia,"04/24, 23:15"
9369904,Port Rashid, Egypt,"03/04, 10:12",Revithoussa Desfa LNG Term., Greece,"03/07, 08:16"
9369904,Revithoussa Desfa LNG Term., Greece,"03/07, 08:16",Port Arthur Anch., United States (USA),"03/24, 10:46"
9369904,Port Arthur Anch., United States (USA),"03/24, 10:46",Sabine, United States (USA),"03/24, 20:53"
9369904,Sabine, United States (USA),"03/24, 20:53",Swinoujscie, Poland,"04/10, 06:25"
9372731,As Suways (Suez) Anch., Egypt,"02/24, 10:16",Milford Haven, United Kingdom (UK),"03/06, 01:00"
9372731,Milford Haven, United Kingdom (UK),"03/06, 01:00",Port Said Anch., Egypt,"03/15, 14:57"
9372731,Port Said Anch., Egypt,"03/15, 14:57",Ras Laffan Anch., Qatar,"03/24, 16:17"
9372731,Ras Laffan Anch., Qatar,"03/24, 16:17",Ras Laffan, Qatar,"03/31, 18:20"
9372731,Ras Laffan, Qatar,"03/31, 18:20",Yangkou, China,"04/18, 07:19"
9372743,Ras Laffan Anch., Qatar,"03/10, 12:07",Ras Laffan, Qatar,"03/12, 16:09"
9372743,Ras Laffan, Qatar,"03/12, 16:09",Pyeongtaek, Korea,"03/30, 07:01"
9372743,Pyeongtaek, Korea,"03/30, 07:01",Ningbo Anch., China,"04/03, 03:00"
9372743,Ningbo Anch., China,"04/03, 03:00",Singapore Anch. 1, Singapore,"04/12, 09:35"
9372743,Singapore Anch. 1, Singapore,"04/12, 09:35",Ras Laffan Anch., Qatar,"04/21, 10:22"
9372963,Pyeongtaek, Korea,"02/18, 23:41",Gladstone, Australia,"03/05, 21:45"
9372963,Gladstone, Australia,"03/05, 21:45",Okpo Anch., Korea,"03/19, 06:16"
9372963,Okpo Anch., Korea,"03/19, 06:16",Gladstone, Australia,"04/01, 18:26"
9372963,Gladstone, Australia,"04/01, 18:26",Incheon, Korea,"04/14, 00:05"
9372999,Okpo Anch., Korea,"02/15, 12:56",Gladstone, Australia,"02/27, 15:07"
9372999,Gladstone, Australia,"02/27, 15:07",Pyeongtaek, Korea,"03/11, 03:40"
9372999,Pyeongtaek, Korea,"03/11, 03:40",Okpo Anch., Korea,"03/13, 08:05"
9373008,Prigorodnoye, Russia,"02/24, 15:53",Anjeong, Korea,"03/01, 01:55"
9373008,Anjeong, Korea,"03/01, 01:55",Prigorodnoye, Russia,"03/08, 00:15"
9373008,Prigorodnoye, Russia,"03/08, 00:15",Okpo Anch., Korea,"03/14, 00:04"
9373008,Okpo Anch., Korea,"03/14, 00:04",Okpo Anch., Korea,"03/29, 03:54"
9373010,Sabine, United States (USA),"03/09, 14:29",Panama Canal Anch. Atlantic, Panama,"03/15, 09:28"
9373010,Panama Canal Anch. Atlantic, Panama,"03/15, 09:28",Pena Blanca Anch., Panama,"03/15, 15:03"
9373010,Pena Blanca Anch., Panama,"03/15, 15:03",Pyeongtaek, Korea,"04/07, 03:28"
9373010,Pyeongtaek, Korea,"04/07, 03:28",Okpo Anch., Korea,"04/09, 23:22"
9375721,Pyeongtaek, Korea,"02/25, 06:29",Singapore Anch. 1, Singapore,"03/05, 10:40"
9375721,Singapore Anch. 1, Singapore,"03/05, 10:40",As Suways (Suez) Anch., Egypt,"03/19, 10:19"
9375721,As Suways (Suez) Anch., Egypt,"03/19, 10:19",Freeport, United States (USA),"04/08, 14:16"
9375721,Freeport, United States (USA),"04/08, 14:16",Panama Canal Anch. Atlantic, Panama,"04/14, 09:14"
9375721,Panama Canal Anch. Atlantic, Panama,"04/14, 09:14",Gatun Anch., Panama,"04/14, 14:58"
9376294,Niigata, Japan,"02/21, 00:58",Prigorodnoye, Russia,"02/27, 10:14"
9376294,Prigorodnoye, Russia,"02/27, 10:14",Niigata, Japan,"03/05, 00:55"
9376294,Niigata, Japan,"03/05, 00:55",Kawasaki, Japan,"03/19, 03:03"
9376294,Kawasaki, Japan,"03/19, 03:03",Kisarazu, Japan,"04/10, 01:03"
9376294,Kisarazu, Japan,"04/10, 01:03",Niigata, Japan,"04/21, 00:56"
9377547,Ras Laffan, Qatar,"03/23, 20:47",Dahej, India,"03/27, 21:03"
9377547,Dahej, India,"03/27, 21:03",Ras Laffan Anch., Qatar,"04/01, 12:10"
9377547,Ras Laffan Anch., Qatar,"04/01, 12:10",Ras Laffan, Qatar,"04/05, 16:13"
9377547,Ras Laffan, Qatar,"04/05, 16:13",Dahej, India,"04/10, 15:41"
9377547,Dahej, India,"04/10, 15:41",Al Fujayrah Anch., United Arab Emirates (UAE),"04/14, 07:45"
9377547,Al Fujayrah Anch., United Arab Emirates (UAE),"04/14, 07:45",Ras Laffan, Qatar,"04/15, 20:56"
9383900,Port Said Anch., Egypt,"02/20, 08:26",Boryeong, Korea,"03/13, 00:25"
9383900,Boryeong, Korea,"03/13, 00:25",Panama Canal Anch. Pacific, Panama,"04/05, 15:53"
9383900,Panama Canal Anch. Pacific, Panama,"04/05, 15:53",Panama Canal Anch. Atlantic, Panama,"04/06, 20:25"
9383900,Panama Canal Anch. Atlantic, Panama,"04/06, 20:25",Lake Charles, United States (USA),"04/12, 15:31"
9383900,Lake Charles, United States (USA),"04/12, 15:31",Panama Canal Anch. Atlantic, Panama,"04/17, 19:10"
9383900,Panama Canal Anch. Atlantic, Panama,"04/17, 19:10",Gatun Anch., Panama,"04/19, 14:51"
9388819,As Suways (Suez) Anch., Egypt,"03/07, 11:46",Milford Haven, United Kingdom (UK),"03/17, 01:06"
9388819,Milford Haven, United Kingdom (UK),"03/17, 01:06",Gibraltar West Anch., Gibraltar,"03/22, 13:10"
9388819,Gibraltar West Anch., Gibraltar,"03/22, 13:10",Ras Laffan Anch., Qatar,"04/10, 03:26"
9388819,Ras Laffan Anch., Qatar,"04/10, 03:26",Ras Laffan, Qatar,"04/10, 21:01"
9388819,Ras Laffan, Qatar,"04/10, 21:01",As Suways (Suez) Anch., Egypt,"04/20, 14:22"
9388819,As Suways (Suez) Anch., Egypt,"04/20, 14:22",Malta Anch., Malta,"04/24, 06:30"
9388821,Ras Laffan, Qatar,"02/12, 08:14",Incheon, Korea,"03/03, 23:48"
9388821,Incheon, Korea,"03/03, 23:48",Singapore Anch. 1, Singapore,"03/11, 09:43"
9388821,Singapore Anch. 1, Singapore,"03/11, 09:43",Ras Laffan Anch., Qatar,"03/20, 15:20"
9388821,Ras Laffan Anch., Qatar,"03/20, 15:20",Ras Laffan, Qatar,"03/22, 11:12"
9388821,Ras Laffan, Qatar,"03/22, 11:12",Las Palmas (Gr.Canaria) Anch., Spain,"04/15, 19:06"
9388821,Las Palmas (Gr.Canaria) Anch., Spain,"04/15, 19:06",Milford Haven, United Kingdom (UK),"04/21, 09:53"
9388833,Ras Laffan Anch., Qatar,"02/28, 01:20",Incheon, Korea,"03/18, 23:38"
9388833,Incheon, Korea,"03/18, 23:38",Singapore Anch. 1, Singapore,"03/26, 17:22"
9388833,Singapore Anch. 1, Singapore,"03/26, 17:22",Ras Laffan Anch., Qatar,"04/04, 21:02"
9388833,Ras Laffan Anch., Qatar,"04/04, 21:02",Ras Laffan, Qatar,"04/06, 16:42"
9388833,Ras Laffan, Qatar,"04/06, 16:42",Pyeongtaek, Korea,"04/23, 05:17"
9390185,Fos sur mer, France,"03/10, 03:05",Rotterdam Maasvlakte, Netherlands,"03/19, 02:10"
9390185,Rotterdam Maasvlakte, Netherlands,"03/19, 02:10",Port Rashid, Egypt,"03/30, 17:39"
9390185,Port Rashid, Egypt,"03/30, 17:39",Port Said Anch., Egypt,"04/01, 02:31"
9390185,Port Said Anch., Egypt,"04/01, 02:31",As Suways (Suez) Anch., Egypt,"04/05, 02:16"
9390185,As Suways (Suez) Anch., Egypt,"04/05, 02:16",Dahej, India,"04/16, 00:03"
9397286,Yangkou, China,"03/03, 06:52",Singapore Anch. 3, Singapore,"03/10, 13:37"
9397286,Singapore Anch. 3, Singapore,"03/10, 13:37",Ras Laffan Anch., Qatar,"03/19, 17:29"
9397286,Ras Laffan Anch., Qatar,"03/19, 17:29",Ras Laffan, Qatar,"03/27, 07:12"
9397286,Ras Laffan, Qatar,"03/27, 07:12",As Suways (Suez) Anch., Egypt,"04/05, 15:21"
9397286,As Suways (Suez) Anch., Egypt,"04/05, 15:21",Zeebrugge, Belgium,"04/15, 23:22"
9397286,Zeebrugge, Belgium,"04/15, 23:22",Milford Haven, United Kingdom (UK),"04/18, 19:15"
9397286,Milford Haven, United Kingdom (UK),"04/18, 19:15",Gibraltar West Anch., Gibraltar,"04/23, 02:02"
9397298,Ras Laffan Anch., Qatar,"03/06, 09:27",As Suways (Suez) Anch., Egypt,"03/16, 12:55"
9397298,As Suways (Suez) Anch., Egypt,"03/16, 12:55",Milford Haven, United Kingdom (UK),"03/26, 01:17"
9397298,Milford Haven, United Kingdom (UK),"03/26, 01:17",Gibraltar West Anch., Gibraltar,"03/30, 08:38"
9397298,Gibraltar West Anch., Gibraltar,"03/30, 08:38",Port Said Anch., Egypt,"04/04, 16:02"
9397298,Port Said Anch., Egypt,"04/04, 16:02",Ras Laffan Anch., Qatar,"04/14, 19:23"
9397298,Ras Laffan Anch., Qatar,"04/14, 19:23",Ras Laffan, Qatar,"04/15, 06:05"
9397298,Ras Laffan, Qatar,"04/15, 06:05",Ras Laffan Anch., Qatar,"04/17, 02:06"
9397303,As Suways (Suez) Anch., Egypt,"03/18, 09:44",As Suways (Suez) Anch., Egypt,"03/19, 04:54"
9397303,As Suways (Suez) Anch., Egypt,"03/19, 04:54",Milford Haven, United Kingdom (UK),"03/30, 00:15"
9397303,Milford Haven, United Kingdom (UK),"03/30, 00:15",Gibraltar West Anch., Gibraltar,"04/03, 14:00"
9397303,Gibraltar West Anch., Gibraltar,"04/03, 14:00",Port Said Anch., Egypt,"04/09, 12:00"
9397303,Port Said Anch., Egypt,"04/09, 12:00",Ras Laffan Anch., Qatar,"04/17, 21:17"
9397303,Ras Laffan Anch., Qatar,"04/17, 21:17",Ras Laffan, Qatar,"04/19, 07:10"
9397315,Singapore Anch. 1, Singapore,"03/11, 17:05",Ras Laffan Anch., Qatar,"03/20, 07:51"
9397315,Ras Laffan Anch., Qatar,"03/20, 07:51",Ras Laffan, Qatar,"03/21, 00:18"
9397315,Ras Laffan, Qatar,"03/21, 00:18",Port Elizabeth Anch., South Africa,"04/05, 06:21"
9397315,Port Elizabeth Anch., South Africa,"04/05, 06:21",Port Elizabeth Anch., South Africa,"04/05, 09:39"
9397315,Port Elizabeth Anch., South Africa,"04/05, 09:39",Milford Haven, United Kingdom (UK),"04/24, 00:21"
9397327,Ras Laffan, Qatar,"02/19, 23:30",Ningbo, China,"03/09, 08:27"
9397327,Ningbo, China,"03/09, 08:27",Singapore Anch. 1, Singapore,"03/16, 07:01"
9397327,Singapore Anch. 1, Singapore,"03/16, 07:01",Ras Laffan Anch., Qatar,"03/25, 14:12"
9397327,Ras Laffan Anch., Qatar,"03/25, 14:12",Ras Laffan, Qatar,"03/26, 16:49"
